Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides V-Day1-1	Peptides V-Day1-2	Peptides V-Day1-3	Peptides V-Day2-1	Peptides V-Day2-2	Peptides V-Day2-3	Peptides V-Mock1	Peptides V-Mock2	Peptides V-Mock3	Razor + unique peptides V-Day1-1	Razor + unique peptides V-Day1-2	Razor + unique peptides V-Day1-3	Razor + unique peptides V-Day2-1	Razor + unique peptides V-Day2-2	Razor + unique peptides V-Day2-3	Razor + unique peptides V-Mock1	Razor + unique peptides V-Mock2	Razor + unique peptides V-Mock3	Unique peptides V-Day1-1	Unique peptides V-Day1-2	Unique peptides V-Day1-3	Unique peptides V-Day2-1	Unique peptides V-Day2-2	Unique peptides V-Day2-3	Unique peptides V-Mock1	Unique peptides V-Mock2	Unique peptides V-Mock3	Sequence length	Sequence lengths	Intensity V-Day1-1	Intensity V-Day1-2	Intensity V-Day1-3	Intensity V-Day2-1	Intensity V-Day2-2	Intensity V-Day2-3	Intensity V-Mock1	Intensity V-Mock2	Intensity V-Mock3	LFQ intensity V-Day1-1	LFQ intensity V-Day1-2	LFQ intensity V-Day1-3	LFQ intensity V-Day2-1	LFQ intensity V-Day2-2	LFQ intensity V-Day2-3	LFQ intensity V-Mock1	LFQ intensity V-Mock2	LFQ intensity V-Mock3	Protein IDs	Majority protein IDs
			3	3	2	10.6	10.6	7.6	37.331	0	37.046	19545000	12	NaN	NaN	NaN	NaN	3	0	2	3	3	3	3	0	0	1	0	2	3	3	3	3	0	0	1	0	1	2	2	2	2	0	0	0	340	NaN	0	891790	5218000	1092500	8521200	3805400	0	0	16260	10.1982902225855	14.9232810539614	14.7828446790034	14.9215620386541	14.6809638167065	15.2429507769991	11.7957941880241	12.3482519274429	15.2347426005957	tr|A0A0D9RZB5|A0A0D9RZB5_CHLSB;tr|A0A0D9RKN3|A0A0D9RKN3_CHLSB;tr|A0A0D9RCX5|A0A0D9RCX5_CHLSB	tr|A0A0D9RZB5|A0A0D9RZB5_CHLSB;tr|A0A0D9RKN3|A0A0D9RKN3_CHLSB
			17	17	15	23.4	23.4	20.9	96.91	0	161.49	30943000	27	17	17	15	NaN	1	0	1	6	11	17	4	0	0	0	0	1	6	11	17	4	0	0	0	0	1	4	10	15	2	0	0	0	858	858	0	137070	921470	2610100	26968000	306550	0	0	0	12.5165029998937	12.7451070493252	14.1412290443042	16.8908342493894	17.6377852421502	14.2013581840307	12.2099602477491	12.8238982215721	11.5552227554309	tr|A0A0D9RZC5|A0A0D9RZC5_CHLSB	tr|A0A0D9RZC5|A0A0D9RZC5_CHLSB
			13	13	13	29.5	29.5	29.5	59.745	0	193.69	124450000	33	13	13	13	NaN	1	0	7	5	6	8	10	2	2	0	0	7	5	6	8	10	2	2	0	0	7	5	6	8	10	2	2	0	553	553	0	2894700	9457900	2911700	91027000	18021000	93075	40767	0	12.0257076783488	16.5413084048638	15.8289298276515	17.4469378900999	17.3197250357278	17.7389894416477	17.3342907461698	16.7962678011197	12.3171232222281	tr|A0A0D9RZE8|A0A0D9RZE8_CHLSB	tr|A0A0D9RZE8|A0A0D9RZE8_CHLSB
			21	21	21	28.2	28.2	28.2	100.64	0	196.33	53721000	36	21	21	21	NaN	1	1	7	7	12	18	3	0	0	0	1	7	7	12	18	3	0	0	0	1	7	7	12	18	3	0	0	0	876	876	27409	5436900	4102700	3633300	40231000	290350	0	0	0	15.1467675337599	18.3230283641868	18.1691812332082	17.5085840173429	18.0445755548574	14.376532412848	12.7889835904106	11.80824866883	12.9520484167272	tr|A0A0D9RZH5|A0A0D9RZH5_CHLSB	tr|A0A0D9RZH5|A0A0D9RZH5_CHLSB
			3	3	3	17.1	17.1	17.1	41.807	0	23.34	12605000	7	3	3	3	NaN	1	0	3	2	1	2	1	0	1	0	0	3	2	1	2	1	0	1	0	0	3	2	1	2	1	0	1	0	397	397	0	1549400	4465300	624020	3859200	2080700	0	26844	0	12.0649424361578	13.9805858870134	13.7040116850293	14.5538692431961	13.4162697445232	15.2329829650658	12.4624457518374	14.8731076238746	11.6934356377035	tr|A0A0D9RZN3|A0A0D9RZN3_CHLSB	tr|A0A0D9RZN3|A0A0D9RZN3_CHLSB
			5	5	5	26.2	26.2	26.2	30.486	0	40.118	59839000	22	5	5	5	NaN	1	1	3	4	3	4	1	0	0	0	1	3	4	3	4	1	0	0	0	1	3	4	3	4	1	0	0	0	267	267	436560	6229300	19397000	1536700	19029000	13210000	0	0	0	16.3667661571921	17.2101956934431	16.775070094861	15.8417854523018	16.3566067132499	17.6386338863164	12.0160841792592	13.7210243357488	12.5314710649944	tr|A0A0D9RZS5|A0A0D9RZS5_CHLSB	tr|A0A0D9RZS5|A0A0D9RZS5_CHLSB
			3	3	3	10.1	10.1	10.1	30.633	0	23.67	4471300	6	3	3	3	NaN	1	0	2	2	2	3	1	0	0	0	0	2	2	2	3	1	0	0	0	0	2	2	2	3	1	0	0	0	267	267	0	275190	1308000	184930	2192700	510450	0	0	0	10.4075209879028	13.0428563380359	12.8725979344832	12.2492319930401	12.8661197933031	13.0218648629156	11.9249673730089	11.7048554964773	12.5473062827922	tr|A0A0D9RZT2|A0A0D9RZT2_CHLSB	tr|A0A0D9RZT2|A0A0D9RZT2_CHLSB
			1	1	1	3.3	3.3	3.3	44.385	0.0019666	11.937	2130900	2	1	1	1	NaN	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	424	424	0	0	2130900	0	0	0	0	0	0	11.5750059626911	10.5161476382483	13.7248335639336	9.3778061243707	8.96331946860137	9.80806613548326	11.2403230883852	12.3949512753269	13.3805466313242	tr|A0A0D9RZV8|A0A0D9RZV8_CHLSB	tr|A0A0D9RZV8|A0A0D9RZV8_CHLSB
			4	4	4	25	25	25	19.526	0	24.665	5508500	4	4	4	4	NaN	1	0	1	4	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	172	172	0	158770	5349700	0	0	0	0	0	0	12.5046571829671	13.7881065459652	14.5515280336281	10.7198648358943	9.2023202944892	10.2254619449396	12.7185762465467	12.0724418589263	13.520534157365	tr|A0A0D9RZV9|A0A0D9RZV9_CHLSB	tr|A0A0D9RZV9|A0A0D9RZV9_CHLSB
			11	8	6	39.3	32	25.5	28.302	0	70.815	44992000	22	11	8	6	NaN	1	4	6	6	4	4	7	1	3	0	3	4	5	3	2	6	1	2	0	3	4	4	3	2	4	1	2	0	247	247	231350	2148700	16465000	3600300	9146800	13313000	31972	54769	0	15.9129828689241	15.8467391270354	16.9118132741776	16.7253396278684	15.0844347132827	17.6505329050837	15.2618011071953	15.5577927459694	11.6047716792802	tr|A0A0D9RZW1|A0A0D9RZW1_CHLSB	tr|A0A0D9RZW1|A0A0D9RZW1_CHLSB
			5	5	5	39.9	39.9	39.9	16.451	0	51.833	39498000	9	5	5	5	NaN	1	2	3	2	3	4	4	2	0	2	2	3	2	3	4	4	2	0	2	2	3	2	3	4	4	2	0	2	143	143	182820	998060	11835000	644700	15250000	10314000	116770	0	155910	17.7592900563318	16.7719794321614	16.6536848071428	16.7268035499026	16.8834547190238	16.8540404656824	17.2122873829422	13.5796144545297	17.160836541271	tr|A0A0D9RZW6|A0A0D9RZW6_CHLSB	tr|A0A0D9RZW6|A0A0D9RZW6_CHLSB
			13	13	13	39.7	39.7	39.7	43.903	0	311.21	158850000	45	13	13	13	NaN	1	3	10	7	8	7	12	5	6	6	3	10	7	8	7	12	5	6	6	3	10	7	8	7	12	5	6	6	416	416	361040	8621800	29301000	9045800	51399000	56336000	841530	1426600	1515300	16.6166924169533	17.7246737173831	17.9626814101744	19.2608414517068	18.458158260159	18.8333101458251	18.3518623186708	19.273827463719	18.3103465116952	tr|A0A0D9RZX0|A0A0D9RZX0_CHLSB	tr|A0A0D9RZX0|A0A0D9RZX0_CHLSB
			3	3	3	15.2	15.2	15.2	32.328	0	28.416	9289300	5	3	3	3	NaN	1	0	0	2	1	3	1	0	0	0	0	0	2	1	3	1	0	0	0	0	0	2	1	3	1	0	0	0	290	290	0	0	4234300	514630	2417500	2122900	0	0	0	12.8061308091855	10.7046947312808	14.5771337440641	14.2327207079649	13.3003525603282	14.3579643013699	12.1798086915661	11.3927707199606	13.0531578451027	tr|A0A0D9RZX2|A0A0D9RZX2_CHLSB	tr|A0A0D9RZX2|A0A0D9RZX2_CHLSB
			8	8	8	18.5	18.5	18.5	63.898	0	52.542	14234000	13	8	8	8	NaN	1	0	2	4	3	6	3	0	0	0	0	2	4	3	6	3	0	0	0	0	2	4	3	6	3	0	0	0	558	558	0	587710	4334600	471110	6769400	2070700	0	0	0	10.013996223045	14.1495089789708	14.3027103142936	14.0758133774615	14.9177450134432	14.8927799577048	11.7563628920865	13.5319646539215	11.3245567972424	tr|A0A0D9RZX9|A0A0D9RZX9_CHLSB	tr|A0A0D9RZX9|A0A0D9RZX9_CHLSB
			3	3	3	4.8	4.8	4.8	236.69	0	17.87	29856000	3	3	3	3	NaN	1	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	0	0	0	2166	2166	0	0	0	0	2834600	27021000	0	0	0	12.1525893492729	9.92164558299774	11.2007185275171	10.3862636976481	14.1037795524516	11.2837969681207	13.0806838055314	13.0892591317695	12.6984900216224	tr|A0A0D9RZY7|A0A0D9RZY7_CHLSB	tr|A0A0D9RZY7|A0A0D9RZY7_CHLSB
			2	2	2	5.2	5.2	5.2	50.464	0	21.714	2083000	3	2	2	2	NaN	1	0	1	2	1	1	0	0	0	0	0	1	2	1	1	0	0	0	0	0	1	2	1	1	0	0	0	0	466	466	0	374860	665040	168350	874770	0	0	0	0	11.5326872590386	13.002797438806	12.3926662465933	12.577499639209	11.941671220668	11.8623730344884	11.7861433686968	11.9211077148931	13.6640769735339	tr|A0A0D9RZY8|A0A0D9RZY8_CHLSB	tr|A0A0D9RZY8|A0A0D9RZY8_CHLSB
			7	7	7	21.7	21.7	21.7	49.733	0	110.35	17065000	16	7	7	7	NaN	1	0	1	4	5	4	5	0	0	0	0	1	4	5	4	5	0	0	0	0	1	4	5	4	5	0	0	0	446	446	0	151910	9355500	1237100	2751300	3569200	0	0	0	10.9222934893541	14.3657072983989	15.6279043140683	15.3150433945665	14.099265612583	15.2018941745517	11.9172683662952	12.2890816237201	11.7787455746624	tr|A0A0D9S001|A0A0D9S001_CHLSB	tr|A0A0D9S001|A0A0D9S001_CHLSB
			13	13	13	58.3	58.3	58.3	25.214	0	275.63	283770000	38	13	13	13	NaN	1	2	8	13	6	6	8	0	0	0	2	8	13	6	6	8	0	0	0	2	8	13	6	6	8	0	0	0	228	228	457510	10528000	208760000	6406800	25574000	32045000	0	0	0	16.941231050303	18.3691798393908	20.2814999426843	17.6211361132746	17.1932558310214	18.5603328342124	13.4038322634663	11.7510215791566	11.9926691791347	tr|A0A0D9S020|A0A0D9S020_CHLSB	tr|A0A0D9S020|A0A0D9S020_CHLSB
			2	2	2	7	7	7	49.289	0	12.832	4242900	2	NaN	NaN	NaN	NaN	3	0	0	2	2	1	2	0	0	0	0	0	2	2	1	2	0	0	0	0	0	2	2	1	2	0	0	0	444	NaN	0	0	1314600	355630	1148900	1423700	0	0	0	12.0044633687546	10.5509250657074	12.7110646495592	13.333015547506	13.3474829606397	13.4434616122274	11.7826680779569	12.2316069825493	13.8770976844779	tr|A0A0D9S021|A0A0D9S021_CHLSB;tr|A0A0D9QVU0|A0A0D9QVU0_CHLSB;tr|A0A0D9SE05|A0A0D9SE05_CHLSB	tr|A0A0D9S021|A0A0D9S021_CHLSB;tr|A0A0D9QVU0|A0A0D9QVU0_CHLSB;tr|A0A0D9SE05|A0A0D9SE05_CHLSB
			2	2	2	8.5	8.5	8.5	38.961	0	14.103	3531300	4	2	2	2	NaN	1	0	0	2	1	1	1	0	0	0	0	0	2	1	1	1	0	0	0	0	0	2	1	1	1	0	0	0	353	353	0	0	1812300	165030	1211100	342900	0	0	0	11.6054679066762	12.0686094788194	12.6107019074275	12.9182110453757	12.8228297121326	12.221556913766	13.4802657047578	12.005924234988	12.0153508963196	tr|A0A0D9S024|A0A0D9S024_CHLSB	tr|A0A0D9S024|A0A0D9S024_CHLSB
			8	8	8	10.7	10.7	10.7	112.35	0	53.206	4951700	9	8	8	8	NaN	1	0	2	4	2	7	0	0	0	0	0	2	4	2	7	0	0	0	0	0	2	4	2	7	0	0	0	0	997	997	0	107420	217970	105410	4520900	0	0	0	0	10.3006068344464	14.36201228916	15.0462714065991	13.9194220243351	15.6727844240333	10.1417655946508	12.3195332711053	12.235232670888	12.1121223381622	tr|A0A0D9S030|A0A0D9S030_CHLSB	tr|A0A0D9S030|A0A0D9S030_CHLSB
			2	2	2	7.4	7.4	7.4	52.845	0.0019763	12.074	3640400	4	2	2	2	NaN	1	0	2	2	1	1	2	0	0	0	0	2	2	1	1	2	0	0	0	0	2	2	1	1	2	0	0	0	475	475	0	227310	930100	250110	379600	1853200	0	0	0	12.8222314501404	12.3219280948874	12.7637518239283	12.8527245604477	12.0670981857484	13.9048227542942	11.8843267097467	13.9223029879546	12.4335158104189	tr|A0A0D9S055|A0A0D9S055_CHLSB	tr|A0A0D9S055|A0A0D9S055_CHLSB
			8	8	8	34.8	34.8	34.8	28.763	0	164	27213000	21	8	8	8	NaN	1	0	2	7	1	4	5	0	0	0	0	2	7	1	4	5	0	0	0	0	2	7	1	4	5	0	0	0	250	250	0	877890	15567000	339780	4785800	5642400	0	0	0	10.7178241237348	14.7529555191565	16.5963644906012	13.8857916856666	14.3087656316035	15.7165247631284	13.3520986683589	12.164699887483	13.8001922067488	tr|A0A0D9S0A2|A0A0D9S0A2_CHLSB	tr|A0A0D9S0A2|A0A0D9S0A2_CHLSB
			3	3	3	6.3	6.3	6.3	79.71	0	30.312	1771700	3	NaN	NaN	NaN	NaN	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	695	NaN	0	0	0	0	1771700	0	0	0	0	10.8413147058888	11.6337793019022	10.7037639065979	9.92093945289229	13.4257404243162	11.0215767273089	12.0204832705574	12.8670906062501	11.8714929867932	tr|A0A0D9S0C3|A0A0D9S0C3_CHLSB;tr|A0A0D9R4I3|A0A0D9R4I3_CHLSB;tr|A0A0D9RRG2|A0A0D9RRG2_CHLSB	tr|A0A0D9S0C3|A0A0D9S0C3_CHLSB
			30	29	10	42.9	42.9	17.1	73.057	0	289.54	185660000	115	30	29	10	NaN	1	5	14	19	19	25	13	2	3	1	4	13	18	18	24	12	1	2	0	2	7	7	8	8	7	1	1	0	659	659	219450	13216000	42509000	19766000	92278000	17569000	22669	77966	0	16.0948818003193	19.1161662534799	19.0895953061275	19.8508094809524	19.4849487344682	19.2857498817906	14.8449018760198	14.6923975554685	11.284126878127	tr|A0A0D9S0E1|A0A0D9S0E1_CHLSB	tr|A0A0D9S0E1|A0A0D9S0E1_CHLSB
			4	4	4	13.1	13.1	13.1	32.895	0	22.976	741880	6	NaN	NaN	NaN	NaN	4	0	0	0	0	4	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	4	1	0	0	0	298	NaN	0	0	0	0	741880	0	0	0	0	11.7054767482412	11.5707437404024	11.0629750444847	10.618855160155	12.1698936926165	9.68013350293315	12.3173860938863	12.0088059310334	12.3389903436599	tr|A0A0D9S0H6|A0A0D9S0H6_CHLSB;tr|A0A0D9S2H0|A0A0D9S2H0_CHLSB;tr|A0A0D9RZQ0|A0A0D9RZQ0_CHLSB;tr|A0A0D9S0P5|A0A0D9S0P5_CHLSB	tr|A0A0D9S0H6|A0A0D9S0H6_CHLSB;tr|A0A0D9S2H0|A0A0D9S2H0_CHLSB;tr|A0A0D9RZQ0|A0A0D9RZQ0_CHLSB;tr|A0A0D9S0P5|A0A0D9S0P5_CHLSB
			3	1	1	6.7	2.3	2.3	49.824	0.0025467	6.9415	1380800	1	3	1	1	NaN	1	1	0	1	2	2	3	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	432	432	15163	0	0	97154	0	1268500	0	0	0	10.7305550490492	9.15749515733136	11.562166124668	11.1420432198264	10.3535486018128	13.6477956754628	11.4625491335134	12.3017559408156	11.459015048057	tr|A0A0D9S0P0|A0A0D9S0P0_CHLSB	tr|A0A0D9S0P0|A0A0D9S0P0_CHLSB
			16	15	15	24.8	23.8	23.8	109.45	0	98.953	23592000	24	16	15	15	NaN	1	0	2	12	4	15	2	0	1	1	0	1	11	3	14	1	0	0	0	0	1	11	3	14	1	0	0	0	972	972	0	511690	7421900	270000	13846000	1542100	0	0	0	10.9681170363442	13.4872119832098	17.3158394618666	12.6278758228605	16.4870863402713	14.216973155684	12.6704675287434	11.8313701579042	12.1059636831739	tr|A0A0D9S0P9|A0A0D9S0P9_CHLSB	tr|A0A0D9S0P9|A0A0D9S0P9_CHLSB
			2	2	2	7.9	7.9	7.9	50.583	0	14.163	2670900	4	2	2	2	NaN	1	0	0	1	1	2	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	1	2	0	0	0	0	456	456	0	0	980020	489370	1201500	0	0	0	0	11.0750128760999	10.412730507467	12.6868725334602	14.2300955115541	12.5568652467666	11.562306457751	12.1579498859913	11.8808939234237	10.6349347612559	tr|A0A0D9S0Q0|A0A0D9S0Q0_CHLSB	tr|A0A0D9S0Q0|A0A0D9S0Q0_CHLSB
			2	2	2	17.1	17.1	17.1	13.794	0	17.904	4260200	5	2	2	2	NaN	1	0	1	2	0	1	1	0	0	0	0	1	2	0	1	1	0	0	0	0	1	2	0	1	1	0	0	0	123	123	0	251150	3319800	0	476960	212210	0	0	0	12.494305111352	11.9490241799311	13.7369303716893	10.3950712719155	11.1688601200056	11.0826813029504	12.9934310096022	13.3832186514538	13.245355875067	tr|A0A0D9S0Q8|A0A0D9S0Q8_CHLSB	tr|A0A0D9S0Q8|A0A0D9S0Q8_CHLSB
			3	3	3	7.5	7.5	7.5	69.36	0	48.888	2391600	8	3	3	3	NaN	1	0	0	1	1	2	2	0	0	0	0	0	1	1	2	2	0	0	0	0	0	1	1	2	2	0	0	0	611	611	0	0	48999	261520	1704100	376920	0	0	0	11.3928849285356	8.6444773264231	13.838613044197	13.1606277966616	13.029114645469	12.4610957007642	11.6353075825738	11.2127021311701	13.8510352517458	tr|A0A0D9S0T1|A0A0D9S0T1_CHLSB	tr|A0A0D9S0T1|A0A0D9S0T1_CHLSB
			26	26	26	34.5	34.5	34.5	95.765	0	323.31	201300000	117	26	26	26	NaN	1	4	14	13	15	24	5	0	1	0	4	14	13	15	24	5	0	1	0	4	14	13	15	24	5	0	1	0	856	856	1028700	22817000	42383000	7329300	116910000	10811000	0	27471	0	17.2593019150795	19.9754729636198	20.0491306385812	18.6363697249243	19.7788118716773	17.3161047200491	11.9864858134956	14.1602653757945	12.7686603920861	tr|A0A0D9S0W9|A0A0D9S0W9_CHLSB	tr|A0A0D9S0W9|A0A0D9S0W9_CHLSB
			1	1	1	3.3	3.3	3.3	40.01	0	14.063	1412800	3	1	1	1	NaN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	361	361	0	0	0	0	1412800	0	0	0	0	11.1612851511893	10.1475927784288	10.5079029797999	10.3178605784208	13.0992327321436	8.95419068595506	12.2139074201766	13.2334782373974	12.008769959895	tr|A0A0D9S0X5|A0A0D9S0X5_CHLSB	tr|A0A0D9S0X5|A0A0D9S0X5_CHLSB
			5	5	5	7.9	7.9	7.9	101.18	0	36.26	7886700	7	NaN	NaN	NaN	NaN	2	0	0	1	3	5	1	0	0	0	0	0	1	3	5	1	0	0	0	0	0	1	3	5	1	0	0	0	866	NaN	0	0	0	514770	5288800	2083200	0	0	0	11.5193296295155	11.3917978574883	9.85553086363864	14.6242242950622	14.5327820467412	14.18146288127	11.6302090328468	12.8745787456005	12.5875033288582	tr|A0A0D9S0X6|A0A0D9S0X6_CHLSB;tr|A0A0D9RZ16|A0A0D9RZ16_CHLSB	tr|A0A0D9S0X6|A0A0D9S0X6_CHLSB
			3	3	3	11.1	11.1	11.1	37.587	0	23.979	3544900	9	3	3	3	NaN	1	0	1	2	3	2	1	0	0	0	0	1	2	3	2	1	0	0	0	0	1	2	3	2	1	0	0	0	332	332	0	31859	1756400	457260	757390	541980	0	0	0	10.9556727256262	12.8301784596106	12.7601793552581	13.072534599723	12.1842554954053	13.0034652067484	11.09152193456	14.4458205212779	13.5568536201311	tr|A0A0D9S0Y5|A0A0D9S0Y5_CHLSB	tr|A0A0D9S0Y5|A0A0D9S0Y5_CHLSB
			3	3	3	13.1	13.1	13.1	24.338	0	22.188	6359400	8	3	3	3	NaN	1	0	3	3	0	0	3	0	1	1	0	3	3	0	0	3	0	1	1	0	3	3	0	0	3	0	1	1	222	222	0	433300	3297600	0	0	2585600	0	21818	21063	11.3675866257783	13.0281823484606	13.9771904679091	10.5278772164799	12.2006527384433	14.2648090920464	11.3027440849556	15.3432898322914	14.7641977611468	tr|A0A0D9S109|A0A0D9S109_CHLSB	tr|A0A0D9S109|A0A0D9S109_CHLSB
			2	2	2	3.1	3.1	3.1	102.31	0.0028143	10.966	300020	2	2	2	2	NaN	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	912	912	0	0	0	0	300020	0	0	0	0	10.3680301736387	11.7184097215909	12.2753559629916	11.8053290036289	10.8637991037288	11.7874462636983	11.310679796718	13.5796996783084	12.2191894362637	tr|A0A0D9S117|A0A0D9S117_CHLSB	tr|A0A0D9S117|A0A0D9S117_CHLSB
			2	2	2	15.4	15.4	15.4	21.731	0	25.739	4917300	3	2	2	2	NaN	1	1	1	2	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	195	195	79002	619570	4218700	0	0	0	0	0	0	13.179800261931	13.9900152999334	14.7101606917829	9.63169846887214	9.50285415797343	11.2650295603407	11.152567952353	11.5508629725798	14.1609504427777	tr|A0A0D9S125|A0A0D9S125_CHLSB	tr|A0A0D9S125|A0A0D9S125_CHLSB
			4	3	3	14.9	13	13	51.011	0	16.932	3739500	2	4	3	3	NaN	1	0	1	4	3	1	0	0	0	0	0	1	3	2	1	0	0	0	0	0	1	3	2	1	0	0	0	0	483	483	0	219980	2687900	226860	604690	0	0	0	0	11.3685691672374	13.1086714630491	13.5208641829887	12.6148018497937	12.595257481449	11.3067824969621	12.3474508279066	12.4587138738429	13.7085652724479	tr|A0A0D9S141|A0A0D9S141_CHLSB	tr|A0A0D9S141|A0A0D9S141_CHLSB
			2	2	2	13	13	13	25.818	0	13.564	2675000	5	2	2	2	NaN	1	0	2	2	0	0	2	0	0	0	0	2	2	0	0	2	0	0	0	0	2	2	0	0	2	0	0	0	231	231	0	277030	1007400	0	0	1390600	0	0	0	11.4577811583671	12.7160906434105	12.8942304123255	9.71857011883387	10.2368958095377	13.5909378572215	11.8338354522181	12.951634883733	12.0027676441007	tr|A0A0D9S150|A0A0D9S150_CHLSB	tr|A0A0D9S150|A0A0D9S150_CHLSB
			2	2	2	13.5	13.5	13.5	20.478	0	14.324	2054100	2	2	2	2	NaN	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	185	185	0	138130	1915900	0	0	0	0	0	0	11.2110810111054	11.8248394388726	13.5713971393642	11.9459877044237	9.51214907930824	9.8949755097707	12.9085351120097	13.3995639790476	13.9406468318504	tr|A0A0D9S155|A0A0D9S155_CHLSB	tr|A0A0D9S155|A0A0D9S155_CHLSB
			4	4	4	5.2	5.2	5.2	113.75	0	26.64	1906600	4	NaN	NaN	NaN	NaN	2	0	1	2	1	4	0	0	0	0	0	1	2	1	4	0	0	0	0	0	1	2	1	4	0	0	0	0	969	NaN	0	80035	352380	49162	1425000	0	0	0	0	11.3871801989846	14.5241743833876	15.7224340040731	15.0857214071628	14.6668897084403	11.407752772401	11.3138748940889	11.9480391831905	12.4753907813629	tr|A0A0D9S164|A0A0D9S164_CHLSB;tr|A0A0D9R7X7|A0A0D9R7X7_CHLSB	tr|A0A0D9S164|A0A0D9S164_CHLSB
			5	5	5	20.9	20.9	20.9	34.75	0	33.727	11458000	12	5	5	5	NaN	1	0	0	1	2	5	1	0	0	0	0	0	1	2	5	1	0	0	0	0	0	1	2	5	1	0	0	0	311	311	0	0	271800	879390	9501900	804450	0	0	0	10.8218179482885	10.0850524802201	12.5635299700815	15.8402861907293	16.0509752149048	14.6977820713058	12.8565683982007	14.0010632019849	10.7848654598022	tr|A0A0D9S172|A0A0D9S172_CHLSB	tr|A0A0D9S172|A0A0D9S172_CHLSB
			1	1	1	1.4	1.4	1.4	123.92	0.0026064	7.1905	1832300	1	1	1	1	NaN	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1113	1113	0	0	1832300	0	0	0	0	0	0	12.0357888900692	11.0255806354364	13.5070513022479	12.0952826802509	9.78586661097087	9.98748352194457	11.6955000601395	13.0476531510565	11.4495649755839	tr|A0A0D9S175|A0A0D9S175_CHLSB	tr|A0A0D9S175|A0A0D9S175_CHLSB
			4	4	4	10.9	10.9	10.9	42.742	0	34.762	2585400	6	4	4	4	NaN	1	0	0	0	1	3	3	0	0	1	0	0	0	1	3	3	0	0	1	0	0	0	1	3	3	0	0	1	387	387	0	0	0	86774	1513400	647640	0	0	337510	11.483061188591	11.0702082050489	11.6599957838961	15.956444224421	16.0087568678816	15.8797986040166	12.785516033536	12.2882371695522	17.9127490258179	tr|A0A0D9S197|A0A0D9S197_CHLSB	tr|A0A0D9S197|A0A0D9S197_CHLSB
			2	2	2	7.5	7.5	7.5	42.702	0.0019305	11.587	1381500	2	2	2	2	NaN	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	401	401	0	0	0	0	0	1381500	0	0	0	13.1622844753203	10.1845710674825	11.8629242967614	9.31064610476695	10.1876254996348	13.6572067815569	13.1231473204064	12.6268863692433	12.7022208052463	tr|A0A0D9S1C2|A0A0D9S1C2_CHLSB	tr|A0A0D9S1C2|A0A0D9S1C2_CHLSB
			2	2	2	14.7	14.7	14.7	15.798	0.001885	11.149	1507800	2	NaN	NaN	NaN	NaN	3	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	136	NaN	0	492870	1014900	0	0	0	0	0	0	10.9957746784734	12.4803549278469	12.6547031498748	11.9015410239162	10.5770781946248	9.89540704559265	13.7991121373827	12.8526001059095	11.3449124486401	tr|A0A0D9S1C8|A0A0D9S1C8_CHLSB;tr|A0A0D9SCB9|A0A0D9SCB9_CHLSB;tr|A0A0D9SCR2|A0A0D9SCR2_CHLSB	tr|A0A0D9S1C8|A0A0D9S1C8_CHLSB;tr|A0A0D9SCB9|A0A0D9SCB9_CHLSB;tr|A0A0D9SCR2|A0A0D9SCR2_CHLSB
